# n, config_file, trace_file, graph_file, save_dir, Sample Rate (kS/s), Duration (ms), Trigger Channel, Trigger Level (V), Trigger Edge, channels
# 0, Z:/Tweezer/Code/Python 3.5/PyDex/monitor/daqconfig.dat, 630.0.csv, DAQgraph.csv, Z:\Tweezer\Code\Python 3.9\awg\diffraction efficiency\AWG3 DAQ traces, 20.0, 600.0, /Dev4/PFI0, 1.0, rising, [[Dev4/ai7, 1146, 1.0, 0.0, 10.0, 1, 1]]
# Time (s), Dev4/ai7
0.0,-0.0005837765256270361
5.000416701391782e-05,0.0004032420993410196
0.00010000833402783565,0.0004032420993410196
0.00015001250104175348,0.0004032420993410196
0.0002000166680556713,0.0004032420993410196
0.0002500208350695891,7.423589099135597e-05
0.00030002500208350697,0.0004032420993410196
0.0003500291690974248,7.423589099135597e-05
0.0004000333361113426,7.423589099135597e-05
0.0004500375031252604,7.423589099135597e-05
0.0005000416701391782,0.0004032420993410196
0.0005500458371530961,7.423589099135597e-05
0.0006000500041670139,-0.0002547703173313154
0.0006500541711809317,-0.0002547703173313154
0.0007000583381948496,0.0004032420993410196
0.0007500625052087673,7.423589099135597e-05
0.0008000666722226852,-0.0002547703173313154
0.000850070839236603,0.0004032420993410196
0.0009000750062505208,-0.0002547703173313154
0.0009500791732644387,-0.0002547703173313154
0.0010000833402783564,0.0004032420993410196
0.0010500875072922743,7.423589099135597e-05
0.0011000916743061921,7.423589099135597e-05
0.00115009584132011,0.0004032420993410196
0.0012001000083340279,0.0004032420993410196
0.0012501041753479455,7.423589099135597e-05
0.0013001083423618634,7.423589099135597e-05
0.0013501125093757812,0.0004032420993410196
0.001400116676389699,0.0004032420993410196
0.001450120843403617,7.423589099135597e-05
0.0015001250104175346,7.423589099135597e-05
0.0015501291774314525,7.423589099135597e-05
0.0016001333444453703,0.0004032420993410196
0.0016501375114592882,7.423589099135597e-05
0.001700141678473206,7.423589099135597e-05
0.0017501458454871237,7.423589099135597e-05
0.0018001500125010416,7.423589099135597e-05
0.0018501541795149594,7.423589099135597e-05
0.0019001583465288773,7.423589099135597e-05
0.0019501625135427952,-0.0002547703173313154
0.002000166680556713,7.423589099135597e-05
0.002050170847570631,7.423589099135597e-05
0.0021001750145845485,7.423589099135597e-05
0.002150179181598466,7.423589099135597e-05
0.0022001833486123843,0.0004032420993410196
0.002250187515626302,0.0007322483077176478
0.00230019168264022,7.423589099135597e-05
0.0023501958496541376,0.0004032420993410196
0.0024002000166680557,0.0004032420993410196
0.0024502041836819734,0.0004032420993410196
0.002500208350695891,0.0004032420993410196
0.002550212517709809,7.423589099135597e-05
0.0026002166847237267,7.423589099135597e-05
0.002650220851737645,7.423589099135597e-05
0.0027002250187515625,7.423589099135597e-05
0.00275022918576548,7.423589099135597e-05
0.002800233352779398,-0.0002547703173313154
0.002850237519793316,7.423589099135597e-05
0.002900241686807234,7.423589099135597e-05
0.0029502458538211516,7.423589099135597e-05
0.0030002500208350692,7.423589099135597e-05
0.0030502541878489873,7.423589099135597e-05
0.003100258354862905,7.423589099135597e-05
0.003150262521876823,0.0007322483077176478
0.0032002666888907407,7.423589099135597e-05
0.0032502708559046583,-0.0002547703173313154
0.0033002750229185764,0.0004032420993410196
0.003350279189932494,7.423589099135597e-05
0.003400283356946412,0.0004032420993410196
0.0034502875239603298,0.0004032420993410196
0.0035002916909742474,7.423589099135597e-05
0.0035502958579881655,0.0004032420993410196
0.003600300025002083,0.0004032420993410196
0.0036503041920160012,0.0007322483077176478
0.003700308359029919,0.0004032420993410196
0.0037503125260438365,0.0004032420993410196
0.0038003166930577546,7.423589099135597e-05
0.0038503208600716723,-0.0002547703173313154
0.0039003250270855903,7.423589099135597e-05
0.003950329194099508,0.0004032420993410196
0.004000333361113426,7.423589099135597e-05
0.004050337528127343,7.423589099135597e-05
0.004100341695141262,7.423589099135597e-05
0.0041503458621551794,7.423589099135597e-05
0.004200350029169097,0.0007322483077176478
0.004250354196183015,7.423589099135597e-05
0.004300358363196932,-0.0002547703173313154
0.004350362530210851,0.0004032420993410196
0.0044003666972247685,0.0004032420993410196
0.004450370864238686,0.0004032420993410196
0.004500375031252604,0.0004032420993410196
0.0045503791982665215,0.0004032420993410196
0.00460038336528044,7.423589099135597e-05
0.004650387532294358,0.0004032420993410196
0.004700391699308275,7.423589099135597e-05
0.004750395866322193,7.423589099135597e-05
0.0048004000333361115,7.423589099135597e-05
0.004850404200350029,7.423589099135597e-05
0.004900408367363947,7.423589099135597e-05
0.004950412534377864,0.0004032420993410196
0.005000416701391782,7.423589099135597e-05
0.0050504208684057006,-0.0002547703173313154
0.005100425035419618,7.423589099135597e-05
0.005150429202433536,7.423589099135597e-05
0.0052004333694474535,7.423589099135597e-05
0.005250437536461371,0.0004032420993410196
0.00530044170347529,0.0004032420993410196
0.005350445870489207,0.0004032420993410196
0.005400450037503125,0.0004032420993410196
0.005450454204517043,0.0004032420993410196
0.00550045837153096,0.0004032420993410196
0.005550462538544879,0.0007322483077176478
0.005600466705558796,7.423589099135597e-05
0.005650470872572714,0.0004032420993410196
0.005700475039586632,0.0004032420993410196
0.005750479206600549,0.0004032420993410196
0.005800483373614468,0.0004032420993410196
0.0058504875406283855,7.423589099135597e-05
0.005900491707642303,7.423589099135597e-05
0.005950495874656221,0.0004032420993410196
0.0060005000416701385,7.423589099135597e-05
0.006050504208684057,-0.0002547703173313154
0.006100508375697975,0.0004032420993410196
0.006150512542711892,7.423589099135597e-05
0.00620051670972581,0.0004032420993410196
0.0062505208767397276,0.0004032420993410196
0.006300525043753646,0.0004032420993410196
0.006350529210767564,7.423589099135597e-05
0.006400533377781481,0.0004032420993410196
0.006450537544795399,0.0004032420993410196
0.006500541711809317,-0.0002547703173313154
0.006550545878823235,7.423589099135597e-05
0.006600550045837153,0.0004032420993410196
0.0066505542128510705,0.0007322483077176478
0.006700558379864988,0.0004032420993410196
0.006750562546878906,7.423589099135597e-05
0.006800566713892824,0.0004032420993410196
0.006850570880906742,0.0004032420993410196
0.0069005750479206596,7.423589099135597e-05
0.006950579214934577,0.0004032420993410196
0.007000583381948495,7.423589099135597e-05
0.007050587548962413,0.0007322483077176478
0.007100591715976331,0.0004032420993410196
0.007150595882990249,7.423589099135597e-05
0.007200600050004166,7.423589099135597e-05
0.007250604217018084,7.423589099135597e-05
0.0073006083840320025,0.0004032420993410196
0.00735061255104592,0.0004032420993410196
0.007400616718059838,0.0004032420993410196
0.007450620885073755,-0.0002547703173313154
0.007500625052087673,0.0007322483077176478
0.007550629219101592,0.0007322483077176478
0.007600633386115509,0.0007322483077176478
0.007650637553129427,0.0004032420993410196
0.0077006417201433445,0.0004032420993410196
0.007750645887157262,7.423589099135597e-05
0.007800650054171181,0.0007322483077176478
0.007850654221185098,0.0004032420993410196
0.007900658388199016,7.423589099135597e-05
0.007950662555212934,0.0004032420993410196
0.008000666722226851,0.0004032420993410196
0.008050670889240769,0.0004032420993410196
0.008100675056254687,0.0007322483077176478
0.008150679223268606,7.423589099135597e-05
0.008200683390282524,7.423589099135597e-05
0.008250687557296441,-0.0002547703173313154
0.008300691724310359,0.0004032420993410196
0.008350695891324277,7.423589099135597e-05
0.008400700058338194,7.423589099135597e-05
